imgName,picNum,jointNum,size,correctNum,setNum,,,,,
0005-01-12.jpg,5,1,12,1,57,,,,,
0005-01-24.jpg,5,1,24,1,57,,,,,
0005-01-36.jpg,5,1,36,1,57,,,,,
0005-01-48.jpg,5,1,48,1,57,,,,,
0005-01-60.jpg,5,1,60,1,57,,,,,
0005-02-12.jpg,5,2,12,2,58,,,,,
0005-02-24.jpg,5,2,24,2,58,,,,,
0005-02-36.jpg,5,2,36,2,58,,,,,
0005-02-48.jpg,5,2,48,2,58,,,,,
0005-02-60.jpg,5,2,60,2,58,,,,,
0005-03-12.jpg,5,3,12,3,59,,,,,
0005-03-24.jpg,5,3,24,3,59,,,,,
0005-03-36.jpg,5,3,36,3,59,,,,,
0005-03-48.jpg,5,3,48,3,59,,,,,
0005-03-60.jpg,5,3,60,3,59,,,,,
0005-04-12.jpg,5,4,12,3,60,,,,,
0005-04-24.jpg,5,4,24,3,60,,,,,
0005-04-36.jpg,5,4,36,3,60,,,,,
0005-04-48.jpg,5,4,48,3,60,,,,,
0005-04-60.jpg,5,4,60,3,60,,,,,
0005-05-12.jpg,5,5,12,2,61,,,,,
0005-05-24.jpg,5,5,24,2,61,,,,,
0005-05-36.jpg,5,5,36,2,61,,,,,
0005-05-48.jpg,5,5,48,2,61,,,,,
0005-05-60.jpg,5,5,60,2,61,,,,,
0005-06-12.jpg,5,6,12,1,62,,,,,
0005-06-24.jpg,5,6,24,1,62,,,,,
0005-06-36.jpg,5,6,36,1,62,,,,,
0005-06-48.jpg,5,6,48,1,62,,,,,
0005-06-60.jpg,5,6,60,1,62,,,,,
0005-07-12.jpg,5,7,12,4,63,,,,,
0005-07-24.jpg,5,7,24,4,63,,,,,
0005-07-36.jpg,5,7,36,4,63,,,,,
0005-07-48.jpg,5,7,48,4,63,,,,,
0005-07-60.jpg,5,7,60,4,63,,,,,
0005-08-12.jpg,5,8,12,5,64,,,,,
0005-08-24.jpg,5,8,24,5,64,,,,,
0005-08-36.jpg,5,8,36,5,64,,,,,
0005-08-48.jpg,5,8,48,5,64,,,,,
0005-08-60.jpg,5,8,60,5,64,,,,,
0005-09-12.jpg,5,9,12,6,65,,,,,
0005-09-24.jpg,5,9,24,6,65,,,,,
0005-09-36.jpg,5,9,36,6,65,,,,,
0005-09-48.jpg,5,9,48,6,65,,,,,
0005-09-60.jpg,5,9,60,6,65,,,,,
0005-10-12.jpg,5,10,12,6,66,,,,,
0005-10-24.jpg,5,10,24,6,66,,,,,
0005-10-36.jpg,5,10,36,6,66,,,,,
0005-10-48.jpg,5,10,48,6,66,,,,,
0005-10-60.jpg,5,10,60,6,66,,,,,
0005-11-12.jpg,5,11,12,5,67,,,,,
0005-11-24.jpg,5,11,24,5,67,,,,,
0005-11-36.jpg,5,11,36,5,67,,,,,
0005-11-48.jpg,5,11,48,5,67,,,,,
0005-11-60.jpg,5,11,60,5,67,,,,,
0005-12-12.jpg,5,12,12,4,68,,,,,
0005-12-24.jpg,5,12,24,4,68,,,,,
0005-12-36.jpg,5,12,36,4,68,,,,,
0005-12-48.jpg,5,12,48,4,68,,,,,
0005-12-60.jpg,5,12,60,4,68,,,,,
0005-13-12.jpg,5,13,12,7,69,,,,,
0005-13-24.jpg,5,13,24,7,69,,,,,
0005-13-36.jpg,5,13,36,7,69,,,,,
0005-13-48.jpg,5,13,48,7,69,,,,,
0005-13-60.jpg,5,13,60,7,69,,,,,
0005-14-12.jpg,5,14,12,8,70,,,,,
0005-14-24.jpg,5,14,24,8,70,,,,,
0005-14-36.jpg,5,14,36,8,70,,,,,
0005-14-48.jpg,5,14,48,8,70,,,,,
0005-14-60.jpg,5,14,60,8,70,,,,,
0006-01-12.jpg,6,1,12,1,71,,,,,
0006-01-24.jpg,6,1,24,1,71,,,,,
0006-01-36.jpg,6,1,36,1,71,,,,,
0006-01-48.jpg,6,1,48,1,71,,,,,
0006-01-60.jpg,6,1,60,1,71,,,,,
0006-02-12.jpg,6,2,12,2,72,,,,,
0006-02-24.jpg,6,2,24,2,72,,,,,
0006-02-36.jpg,6,2,36,2,72,,,,,
0006-02-48.jpg,6,2,48,2,72,,,,,
0006-02-60.jpg,6,2,60,2,72,,,,,
0006-03-12.jpg,6,3,12,3,73,,,,,
0006-03-24.jpg,6,3,24,3,73,,,,,
0006-03-36.jpg,6,3,36,3,73,,,,,
0006-03-48.jpg,6,3,48,3,73,,,,,
0006-03-60.jpg,6,3,60,3,73,,,,,
0006-04-12.jpg,6,4,12,3,74,,,,,
0006-04-24.jpg,6,4,24,3,74,,,,,
0006-04-36.jpg,6,4,36,3,74,,,,,
0006-04-48.jpg,6,4,48,3,74,,,,,
0006-04-60.jpg,6,4,60,3,74,,,,,
0006-05-12.jpg,6,5,12,2,75,,,,,
0006-05-24.jpg,6,5,24,2,75,,,,,
0006-05-36.jpg,6,5,36,2,75,,,,,
0006-05-48.jpg,6,5,48,2,75,,,,,
0006-05-60.jpg,6,5,60,2,75,,,,,
0006-06-12.jpg,6,6,12,1,76,,,,,
0006-06-24.jpg,6,6,24,1,76,,,,,
0006-06-36.jpg,6,6,36,1,76,,,,,
0006-06-48.jpg,6,6,48,1,76,,,,,
0006-06-60.jpg,6,6,60,1,76,,,,,
0006-07-12.jpg,6,7,12,4,77,,,,,
0006-07-24.jpg,6,7,24,4,77,,,,,
0006-07-36.jpg,6,7,36,4,77,,,,,
0006-07-48.jpg,6,7,48,4,77,,,,,
0006-07-60.jpg,6,7,60,4,77,,,,,
0006-08-12.jpg,6,8,12,5,78,,,,,
0006-08-24.jpg,6,8,24,5,78,,,,,
0006-08-36.jpg,6,8,36,5,78,,,,,
0006-08-48.jpg,6,8,48,5,78,,,,,
0006-08-60.jpg,6,8,60,5,78,,,,,
0006-09-12.jpg,6,9,12,6,79,,,,,
0006-09-24.jpg,6,9,24,6,79,,,,,
0006-09-36.jpg,6,9,36,6,79,,,,,
0006-09-48.jpg,6,9,48,6,79,,,,,
0006-09-60.jpg,6,9,60,6,79,,,,,
0006-10-12.jpg,6,10,12,6,80,,,,,
0006-10-24.jpg,6,10,24,6,80,,,,,
0006-10-36.jpg,6,10,36,6,80,,,,,
0006-10-48.jpg,6,10,48,6,80,,,,,
0006-10-60.jpg,6,10,60,6,80,,,,,
0006-11-12.jpg,6,11,12,5,81,,,,,
0006-11-24.jpg,6,11,24,5,81,,,,,
0006-11-36.jpg,6,11,36,5,81,,,,,
0006-11-48.jpg,6,11,48,5,81,,,,,
0006-11-60.jpg,6,11,60,5,81,,,,,
0006-12-12.jpg,6,12,12,4,82,,,,,
0006-12-24.jpg,6,12,24,4,82,,,,,
0006-12-36.jpg,6,12,36,4,82,,,,,
0006-12-48.jpg,6,12,48,4,82,,,,,
0006-12-60.jpg,6,12,60,4,82,,,,,
0006-13-12.jpg,6,13,12,7,83,,,,,
0006-13-24.jpg,6,13,24,7,83,,,,,
0006-13-36.jpg,6,13,36,7,83,,,,,
0006-13-48.jpg,6,13,48,7,83,,,,,
0006-13-60.jpg,6,13,60,7,83,,,,,
0006-14-12.jpg,6,14,12,8,84,,,,,
0006-14-24.jpg,6,14,24,8,84,,,,,
0006-14-36.jpg,6,14,36,8,84,,,,,
0006-14-48.jpg,6,14,48,8,84,,,,,
0006-14-60.jpg,6,14,60,8,84,,,,,
0007-01-12.jpg,7,1,12,1,85,,,,,
0007-01-24.jpg,7,1,24,1,85,,,,,
0007-01-36.jpg,7,1,36,1,85,,,,,
0007-01-48.jpg,7,1,48,1,85,,,,,
0007-01-60.jpg,7,1,60,1,85,,,,,
0007-02-12.jpg,7,2,12,2,86,,,,,
0007-02-24.jpg,7,2,24,2,86,,,,,
0007-02-36.jpg,7,2,36,2,86,,,,,
0007-02-48.jpg,7,2,48,2,86,,,,,
0007-02-60.jpg,7,2,60,2,86,,,,,
0007-03-12.jpg,7,3,12,3,87,,,,,
0007-03-24.jpg,7,3,24,3,87,,,,,
0007-03-36.jpg,7,3,36,3,87,,,,,
0007-03-48.jpg,7,3,48,3,87,,,,,
0007-03-60.jpg,7,3,60,3,87,,,,,
0007-04-12.jpg,7,4,12,3,88,,,,,
0007-04-24.jpg,7,4,24,3,88,,,,,
0007-04-36.jpg,7,4,36,3,88,,,,,
0007-04-48.jpg,7,4,48,3,88,,,,,
0007-04-60.jpg,7,4,60,3,88,,,,,
0007-05-12.jpg,7,5,12,2,89,,,,,
0007-05-24.jpg,7,5,24,2,89,,,,,
0007-05-36.jpg,7,5,36,2,89,,,,,
0007-05-48.jpg,7,5,48,2,89,,,,,
0007-05-60.jpg,7,5,60,2,89,,,,,
0007-06-12.jpg,7,6,12,1,90,,,,,
0007-06-24.jpg,7,6,24,1,90,,,,,
0007-06-36.jpg,7,6,36,1,90,,,,,
0007-06-48.jpg,7,6,48,1,90,,,,,
0007-06-60.jpg,7,6,60,1,90,,,,,
0007-07-12.jpg,7,7,12,4,91,,,,,
0007-07-24.jpg,7,7,24,4,91,,,,,
0007-07-36.jpg,7,7,36,4,91,,,,,
0007-07-48.jpg,7,7,48,4,91,,,,,
0007-07-60.jpg,7,7,60,4,91,,,,,
0007-08-12.jpg,7,8,12,5,92,,,,,
0007-08-24.jpg,7,8,24,5,92,,,,,
0007-08-36.jpg,7,8,36,5,92,,,,,
0007-08-48.jpg,7,8,48,5,92,,,,,
0007-08-60.jpg,7,8,60,5,92,,,,,
0007-09-12.jpg,7,9,12,6,93,,,,,
0007-09-24.jpg,7,9,24,6,93,,,,,
0007-09-36.jpg,7,9,36,6,93,,,,,
0007-09-48.jpg,7,9,48,6,93,,,,,
0007-09-60.jpg,7,9,60,6,93,,,,,
0007-10-12.jpg,7,10,12,6,94,,,,,
0007-10-24.jpg,7,10,24,6,94,,,,,
0007-10-36.jpg,7,10,36,6,94,,,,,
0007-10-48.jpg,7,10,48,6,94,,,,,
0007-10-60.jpg,7,10,60,6,94,,,,,
0007-11-12.jpg,7,11,12,5,95,,,,,
0007-11-24.jpg,7,11,24,5,95,,,,,
0007-11-36.jpg,7,11,36,5,95,,,,,
0007-11-48.jpg,7,11,48,5,95,,,,,
0007-11-60.jpg,7,11,60,5,95,,,,,
0007-12-12.jpg,7,12,12,4,96,,,,,
0007-12-24.jpg,7,12,24,4,96,,,,,
0007-12-36.jpg,7,12,36,4,96,,,,,
0007-12-48.jpg,7,12,48,4,96,,,,,
0007-12-60.jpg,7,12,60,4,96,,,,,
0007-13-12.jpg,7,13,12,7,97,,,,,
0007-13-24.jpg,7,13,24,7,97,,,,,
0007-13-36.jpg,7,13,36,7,97,,,,,
0007-13-48.jpg,7,13,48,7,97,,,,,
0007-13-60.jpg,7,13,60,7,97,,,,,
0007-14-12.jpg,7,14,12,8,98,,,,,
0007-14-24.jpg,7,14,24,8,98,,,,,
0007-14-36.jpg,7,14,36,8,98,,,,,
0007-14-48.jpg,7,14,48,8,98,,,,,
0007-14-60.jpg,7,14,60,8,98,,,,,
0008-01-12.jpg,8,1,12,1,99,,,,,
0008-01-24.jpg,8,1,24,1,99,,,,,
0008-01-36.jpg,8,1,36,1,99,,,,,
0008-01-48.jpg,8,1,48,1,99,,,,,
0008-01-60.jpg,8,1,60,1,99,,,,,
0008-02-12.jpg,8,2,12,2,100,,,,,
0008-02-24.jpg,8,2,24,2,100,,,,,
0008-02-36.jpg,8,2,36,2,100,,,,,
0008-02-48.jpg,8,2,48,2,100,,,,,
0008-02-60.jpg,8,2,60,2,100,,,,,
0008-03-12.jpg,8,3,12,3,101,,,,,
0008-03-24.jpg,8,3,24,3,101,,,,,
0008-03-36.jpg,8,3,36,3,101,,,,,
0008-03-48.jpg,8,3,48,3,101,,,,,
0008-03-60.jpg,8,3,60,3,101,,,,,
0008-04-12.jpg,8,4,12,3,102,,,,,
0008-04-24.jpg,8,4,24,3,102,,,,,
0008-04-36.jpg,8,4,36,3,102,,,,,
0008-04-48.jpg,8,4,48,3,102,,,,,
0008-04-60.jpg,8,4,60,3,102,,,,,
0008-05-12.jpg,8,5,12,2,103,,,,,
0008-05-24.jpg,8,5,24,2,103,,,,,
0008-05-36.jpg,8,5,36,2,103,,,,,
0008-05-48.jpg,8,5,48,2,103,,,,,
0008-05-60.jpg,8,5,60,2,103,,,,,
0008-06-12.jpg,8,6,12,1,104,,,,,
0008-06-24.jpg,8,6,24,1,104,,,,,
0008-06-36.jpg,8,6,36,1,104,,,,,
0008-06-48.jpg,8,6,48,1,104,,,,,
0008-06-60.jpg,8,6,60,1,104,,,,,
0008-07-12.jpg,8,7,12,4,105,,,,,
0008-07-24.jpg,8,7,24,4,105,,,,,
0008-07-36.jpg,8,7,36,4,105,,,,,
0008-07-48.jpg,8,7,48,4,105,,,,,
0008-07-60.jpg,8,7,60,4,105,,,,,
0008-08-12.jpg,8,8,12,5,106,,,,,
0008-08-24.jpg,8,8,24,5,106,,,,,
0008-08-36.jpg,8,8,36,5,106,,,,,
0008-08-48.jpg,8,8,48,5,106,,,,,
0008-08-60.jpg,8,8,60,5,106,,,,,
0008-09-12.jpg,8,9,12,6,107,,,,,
0008-09-24.jpg,8,9,24,6,107,,,,,
0008-09-36.jpg,8,9,36,6,107,,,,,
0008-09-48.jpg,8,9,48,6,107,,,,,
0008-09-60.jpg,8,9,60,6,107,,,,,
0008-10-12.jpg,8,10,12,6,108,,,,,
